State,Constituency_Name,2019_Candidate,2019_Party,2019_Votes_Margin,2014_Candidate,2014_Party,2014_Votes_Margin,Lat,Long
Telangana,Nizamabad,Aravind Dharmapuri,BJP,70875,Kalvakuntla Kavitha,TRS,167184,18.1124,79.0193
Telangana,Warangal,Dayakar Pasunoori,TRS,350298,Kadiyam Srihari,TRS,392574,18.1124,79.0193
Telangana,Zahirabad,B.B. Patil,TRS,6229,B.B. Patil,TRS,144631,18.1124,79.0193
Tripura,Tripura East,Rebati Tripura,BJP,204290,Sankar Prasad Datta,CPM,503486,23.9408,91.9882
Tripura,Tripura West,Pratima Bhoumik,BJP,305689,Jitendera Choudhury,CPM,484358,23.9408,91.9882
Uttar Pradesh,Agra,Prof.S. P. Singh Baghel,BJP,211546,Dr. Ram Shankar Katheria,BJP,300263,28.207609,79.82666
Uttar Pradesh,Akbarpur,Devendra Singh Bhole,BJP,275142,Devendra Singh (Bhole Singh),BJP,278997,28.207609,79.82666
Uttar Pradesh,Aligarh,Satish Kumar Gautam,BJP,229261,Satish Kumar,BJP,286736,28.207609,79.82666
Uttar Pradesh,Allahabad,Rita Bahuguna Joshi,BJP,184275,Shyama Charan Gupta,BJP,62009,28.207609,79.82666
Uttar Pradesh,Ambedkar Nagar,Shri Ritesh Pandey,BSP,95880,Hari Om Pandey,BJP,139429,28.207609,79.82666
Uttar Pradesh,Amethi,Smriti Irani,BJP,55120,Rahul Gandhi,INC,107903,28.207609,79.82666
Uttar Pradesh,Amroha,Kunwar Danish Ali,BSP,63248,Kanwar Singh Tanwar,BJP,158214,28.207609,79.82666
Uttar Pradesh,Aonla,Dharmendra Kashyap,BJP,113743,Dharmendra Kumar,BJP,138429,28.207609,79.82666
Uttar Pradesh,Azamgarh,Shree Akhilesh Yadav,SP,259874,Mulayam Singh Yadav,SP,63204,28.207609,79.82666
Uttar Pradesh,Badaun,Sangh Mitra Maurya,BJP,18454,Dharmendra Yadav,SP,166347,28.207609,79.82666
Uttar Pradesh,Baghpat,Dr. Satyapal Singh,BJP,23502,Dr. Satya Pal Singh,BJP,209866,28.207609,79.82666
Uttar Pradesh,Bahraich,Akshaibar Lal,BJP,128752,Sadhvi Savitri Bai Foole,BJP,95645,28.207609,79.82666
Uttar Pradesh,Ballia,Virendra Singh Mast,BJP,15519,Bharat Singh,BJP,139434,28.207609,79.82666
Uttar Pradesh,Banda,R. K. Singh Patel,BJP,58938,Bhairon Prasad Mishra,BJP,115788,28.207609,79.82666
Uttar Pradesh,Bansgaon,Kamlesh Paswan,BJP,153468,Kamlesh Paswan,BJP,189516,28.207609,79.82666
Uttar Pradesh,Barabanki,Upendra Singh Rawat,BJP,110140,Priyanka Singh Rawat,BJP,211878,28.207609,79.82666
Uttar Pradesh,Bareilly,Santosh Kumar Gangwar,BJP,167282,Santosh Kumar Gangwar,BJP,240685,28.207609,79.82666
Uttar Pradesh,Basti,Harish Chandra Alias Harish Dwivedi,BJP,30354,Harish Chandra Alias Harish Dwivedi,BJP,33562,28.207609,79.82666
Uttar Pradesh,Bhadohi,Ramesh Chand,BJP,43615,Virendra Singh,BJP,158039,28.207609,79.82666
Uttar Pradesh,Bijnor,Malook Nagar,BSP,69941,Kunwar Bhartendra,BJP,205774,28.207609,79.82666
Uttar Pradesh,Bulandshahr,Bhola Singh,BJP,290057,Bhola Singh,BJP,421973,28.207609,79.82666
Uttar Pradesh,Chandauli,Mahendra Nath Pandey,BJP,13959,Dr Mahendra Nath Pandey,BJP,156756,28.207609,79.82666
Uttar Pradesh,Deoria,Ramapati Ram Tripathi,BJP,249931,Kalraj Mishra,BJP,265386,28.207609,79.82666
Uttar Pradesh,Dhaurahra,Rekha Verma,BJP,160611,Rekha,BJP,125675,28.207609,79.82666
Uttar Pradesh,Domariyaganj,Jagdambika Pal,BJP,105321,Jagdambika Pal,BJP,103588,28.207609,79.82666
Uttar Pradesh,Etah,Rajveer Singh,BJP,122670,Rajveer Singh (Raju Bhaiya),BJP,201001,28.207609,79.82666
Uttar Pradesh,Etawah,,BJP,64437,Ashok Kumar Doharey,BJP,172946,28.207609,79.82666
Uttar Pradesh,Faizabad,Lallu Singh,BJP,65477,Lallu Singh,BJP,282775,28.207609,79.82666
Uttar Pradesh,Farrukhabad,Mukesh Rajput,BJP,221702,Mukesh Rajput,BJP,150502,28.207609,79.82666
Uttar Pradesh,Fatehpur,Niranjan Jyoti,BJP,198205,Niranjan Jyoti,BJP,187206,28.207609,79.82666
Uttar Pradesh,Fatehpur Sikri,Raj Kumar Chaher,BJP,495065,Babulal,BJP,173106,28.207609,79.82666
Uttar Pradesh,Firozabad,Chandra Sen Jadun,BJP,28781,Akshay Yadav,SP,114059,28.207609,79.82666
Uttar Pradesh,Gautam Buddha Nagar,Mahesh Sharma,BJP,336922,Dr.Mahesh Sharma,BJP,280212,28.207609,79.82666
Uttar Pradesh,Ghaziabad,Vijay Kumar Singh,BJP,501500,Vijay Kumar Singh,BJP,567260,28.207609,79.82666
Uttar Pradesh,Ghazipur,Shri Afzal Ansari,BSP,119392,Manoj Sinha,BJP,32452,28.207609,79.82666
Uttar Pradesh,Ghosi,Atul Kumar Singh,BSP,122568,Harinarayan Rajbhar,BJP,146015,28.207609,79.82666
Uttar Pradesh,Gonda,Kirti Vardhan Singh,BJP,166360,Kirti Vardhan Singh,BJP,160416,28.207609,79.82666
Uttar Pradesh,Gorakhpur,Ravindra Shyamnarayan,BJP,301664,Adityanath,BJP,312783,28.207609,79.82666
Uttar Pradesh,Hamirpur,Kunwar Pushpendra,BJP,248652,Kunwar Pushpendra Singh Chandel,BJP,266788,28.207609,79.82666
Uttar Pradesh,Hardoi,Jai Prakash Rawat,BJP,132474,Anshul Verma,BJP,81343,28.207609,79.82666
Uttar Pradesh,Hathras,Rajvir Diler,BJP,260208,Rajesh Kumar Diwaker,BJP,326386,28.207609,79.82666
Uttar Pradesh,Jalaun,Bhanu Pratap Singh Verma,BJP,158377,Bhanu Pratap Singh Verma,BJP,287202,28.207609,79.82666
Uttar Pradesh,Jaunpur,Shri Shyam Singh Yadav,BSP,80936,Krishna Pratap (K.P.),BJP,146310,28.207609,79.82666
Uttar Pradesh,Jhansi,Anurag Sharma,BJP,365683,Uma Bharati,BJP,190467,28.207609,79.82666
Uttar Pradesh,Kairana,Pradeep Kumar,BJP,92160,Hukum Singh,BJP,236828,28.207609,79.82666
Uttar Pradesh,Kaiserganj,Brij Bhushan Sharan Singh,BJP,261601,Brij Bhusan Sharan Singh,BJP,78218,28.207609,79.82666
Uttar Pradesh,Kannauj,Subrat Pathak,BJP,12353,Dimple Yadav,SP,19907,28.207609,79.82666
Uttar Pradesh,Kanpur,Satyadev Pachauri,BJP,155934,Dr.Murli Manohar Joshi,BJP,222946,28.207609,79.82666
Uttar Pradesh,Kaushambi,Vinod Kumar Sonkar,BJP,38722,Vinod Kumar Sonkar,BJP,42847,28.207609,79.82666
Uttar Pradesh,Kheri,Ajay Kumar Mishra,BJP,218807,Ajay Kumar,BJP,110274,28.207609,79.82666
Uttar Pradesh,Kushi Nagar,Vijay Kumar Dubey,BJP,337560,Rajesh Pandey Urf Guddu,BJP,85540,28.207609,79.82666
Uttar Pradesh,Lalganj,Smt. Sangeeta,BSP,161597,Neelam Sonkar,BJP,63086,28.207609,79.82666
Uttar Pradesh,Lucknow,Rajnath Singh,BJP,347302,Raj Nath Singh,BJP,272749,28.207609,79.82666
Uttar Pradesh,Machhlishahr,B P Saroj,BJP,181,Ram Charitra Nishad,BJP,172155,28.207609,79.82666
Uttar Pradesh,Maharajganj,Pankaj Choudhary,BJP,340424,Pankaj,BJP,240458,28.207609,79.82666
Uttar Pradesh,Mainpuri,Shree Mulayam Singh Yadav,SP,94389,Mulayam Singh Yadav,SP,364666,28.207609,79.82666
Uttar Pradesh,Mathura,Hema Malini,BJP,293471,Hema Malini,BJP,330743,28.207609,79.82666
Uttar Pradesh,Meerut,Rajendra Agrawal,BJP,4729,Rajendra Agarwal,BJP,232326,28.207609,79.82666
Uttar Pradesh,Mirzapur,Anupriya Patel,AD,232008,Anupriya Singh Patel,AD,219079,28.207609,79.82666
Uttar Pradesh,Misrikh,Ashok Kumar Rawat,BJP,100672,Anju Bala,BJP,87363,28.207609,79.82666
Uttar Pradesh,Mohanlalganj,Kaushal Kishore,BJP,90229,Kaushal Kishore,BJP,145416,28.207609,79.82666
Uttar Pradesh,Moradabad,Dr. S T Hassan,SP,97878,Kunwer Sarvesh Kumar,BJP,87504,28.207609,79.82666
Uttar Pradesh,Muzaffarnagar,Sanjeev Balyan,BJP,6526,(Dr.) Sanjeev Kumar Balyan,BJP,401150,28.207609,79.82666
Uttar Pradesh,Nagina,Girish Chandra,BSP,166832,Yashwant Singh,BJP,92390,28.207609,79.82666
Uttar Pradesh,Phulpur,Keshri Devi Patel,BJP,171968,Keshav Prasad Maurya,BJP,308308,28.207609,79.82666
Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,BJP,255627,Maneka Sanjay Gandhi,BJP,307052,28.207609,79.82666
Uttar Pradesh,Pratapgarh,Sangam Lal Gupta,BJP,117752,Kuwar Harivansh Singh,AD,168222,28.207609,79.82666
Uttar Pradesh,Rae Bareli,Sonia Gandhi,INC,167178,Sonia Gandhi,INC,352713,28.207609,79.82666
Uttar Pradesh,Rampur,M. Azam Khan,SP,109997,Dr. Nepal Singh,BJP,23435,28.207609,79.82666
Uttar Pradesh,Robertsganj,Pakauri Lal,AD,54336,Chhotelal,BJP,190486,28.207609,79.82666
Uttar Pradesh,Saharanpur,Haji Fazlurregman,BSP,22417,Raghav Lakhanpal,BJP,65090,28.207609,79.82666
Uttar Pradesh,Salempur,Ravindra Kushawaha,BJP,112477,Ravindra Kushawaha,BJP,232342,28.207609,79.82666
Uttar Pradesh,Sambhal,Shree Shafiqur Rahman Barq,SP,174826,Satyapal Singh,BJP,5174,28.207609,79.82666
Uttar Pradesh,Sant Kabir Nagar,Praveen Kumar Nishad,BJP,35749,Sharad Tripathi,BJP,97978,28.207609,79.82666
Uttar Pradesh,Shahjahanpur,Arun Sagar,BJP,268418,Krishna Raj,BJP,235529,28.207609,79.82666
Uttar Pradesh,Sitapur,Rajesh Verma,BJP,100833,Rajesh Verma,BJP,51027,28.207609,79.82666
Uttar Pradesh,Sultanpur,Maneka Gandhi,BJP,14526,Feroze Varun Gandhi,BJP,178902,28.207609,79.82666
Uttar Pradesh,Unnao,Sakshi Maharaj,BJP,400956,Swami Sachchidanand Hari Sakshi,BJP,310173,28.207609,79.82666
Uttar Pradesh,Varanasi,Narendra Modi,BJP,479505,Narendra Modi,BJP,371784,28.207609,79.82666
Uttarakhand,Almora,Shri Ajay Tamta,BJP,232986,Ajay Tamta,BJP,95690,30.0668,79.0193
Uttarakhand,Garhwal,Shri Tirath Singh Rawat,BJP,302669,(Maj Gen (Retd.) ) Bhuwan Chandra Khanduri (Avsm),BJP,184526,30.0668,79.0193
Uttarakhand,Hardwar,Dr. Ramesh Pokhriyal,BJP,258729,Ramesh Pokhriyal Nishank,BJP,177822,30.0668,79.0193
Uttarakhand,Nainital-Udhamsingh Nagar,Shri Ajay Bhatt,BJP,339096,Bhagat Singh Koshyari,BJP,284717,30.0668,79.0193
Uttarakhand,Tehri Garhwal,Smt. Mala Rajya Laxmi Shah,BJP,300586,Mala Rajya Laxmi Shah,BJP,192503,30.0668,79.0193
West Bengal,Alipurduars,john barla,BJP,243989,Dasrath Tirkey,AITC,21397,22.978624,87.747803
West Bengal,Arambagh,Aparupa Poddar,AITC,1142,Aparupa Poddar (Afrin Ali),AITC,346845,22.978624,87.747803
West Bengal,Asansol,Shri Babul Supriyo,BJP,197637,Babul Supriya Baral (Babul Supriyo),BJP,70480,22.978624,87.747803
West Bengal,Baharampur,Adhir Ranjan Chowdhury,INC,80696,Adhir Ranjan Chowdhury,INC,356567,22.978624,87.747803
West Bengal,Balurghat,Dr Sukanta Majumdar,BJP,33293,Arpita Ghosh,AITC,106964,22.978624,87.747803
West Bengal,Bangaon,Shri Shantanu Thakur,BJP,111594,Kapil Krishna Thakur,AITC,146601,22.978624,87.747803
West Bengal,Bankura,Dr Subhash Sarkar,BJP,174333,Sreemati Dev Varma (Moon Moon Sen),AITC,98506,22.978624,87.747803
West Bengal,Barasat,Dr Kakoli ghoshdastidar,AITC,109983,Dr. Kakali Ghoshdostidar,AITC,173141,22.978624,87.747803
West Bengal,Bardhaman Purba,Sunil Kumar Mondal,AITC,89311,Sunil Kumar Mondal,AITC,114479,22.978624,87.747803
West Bengal,Barrackpore,Shri Arjun Singh,BJP,14857,Dinesh Trivedi,AITC,206773,22.978624,87.747803
West Bengal,Basirhat,Nusrat Jahan,AITC,350369,Idris Ali,AITC,109659,22.978624,87.747803
West Bengal,Birbhum,Satabdi Roy,AITC,88924,Satabdi Roy,AITC,67263,22.978624,87.747803
West Bengal,Bishnupur,Shri Soumitra Khan,BJP,78047,Khan Saumitra,AITC,149685,22.978624,87.747803
West Bengal,Bolpur,Asit Kumar Mal,AITC,106402,Anupam Hazra,AITC,236112,22.978624,87.747803
West Bengal,Cooch Behar,Shri Nisith Pramanik,BJP,54231,Renuka Sinha,AITC,87107,22.978624,87.747803
West Bengal,Darjeeling,Shri Raju Singh Bisht,BJP,413443,S.S.Ahluwalia,BJP,197239,22.978624,87.747803
West Bengal,Diamond Harbour,Abhishek Banerjee,AITC,320594,Abhishek Banerjee,AITC,71298,22.978624,87.747803
West Bengal,Dum Dum,Sougata Roy,AITC,53002,Saugata Roy,AITC,154934,22.978624,87.747803
West Bengal,Ghatal,Deepak Adhikari,AITC,107973,Adhikari Deepak (Dev),AITC,260891,22.978624,87.747803
West Bengal,Hooghly,Smt. Locket chaterjee,BJP,73362,Dr. Ratna De (Nag),AITC,189084,22.978624,87.747803
West Bengal,Howrah,Prasun Banerjee,AITC,103695,Prasun Banerjee,AITC,196956,22.978624,87.747803
West Bengal,Jadavpur,Mimi Chakraborty,AITC,295239,Sugata Bose,AITC,125203,22.978624,87.747803
West Bengal,Jalpaiguri,Dr Jayanta Kumar Ray,BJP,184004,Bijoy Chandra Barman,AITC,69606,22.978624,87.747803
West Bengal,Jangipur,Khalilur Rehman,AITC,245782,Abhijit Mukherjee,INC,8161,22.978624,87.747803
West Bengal,Jhargram,Dr Kunar Hembram,BJP,11767,Uma Saren,AITC,347883,22.978624,87.747803
West Bengal,Joynagar,Pratima Mondal,AITC,316775,Pratima Mondal,AITC,108384,22.978624,87.747803
West Bengal,Kanthi,Sisir Adhikari,AITC,111668,Adhikari Sisir Kumar,AITC,229490,22.978624,87.747803
West Bengal,Kolkata Dakshin,Mala Roy,AITC,155192,Subrata Bakshi,AITC,136339,22.978624,87.747803
West Bengal,Kolkata Uttar,Sudip Bandyopadhyay,AITC,127095,Sudip Bandyopadhyay,AITC,96226,22.978624,87.747803
West Bengal,Krishnanagar,Mahua Motira,AITC,63218,Tapas Paul,AITC,71255,22.978624,87.747803
West Bengal,Maldaha Dakshin,Abu Hasem Khan Chowdhury,INC,8222,Abu Hasem Khan Chowdhury,INC,164111,22.978624,87.747803
West Bengal,Maldaha Uttar,Shri Khagen Murmu,BJP,84288,Mausam Noor,INC,65705,22.978624,87.747803
West Bengal,Mathurapur,Choudhary Mohan Jatua,AITC,203974,Choudhury Mohan Jatua,AITC,138436,22.978624,87.747803
West Bengal,Medinipur,Shri Dilip Ghosh,BJP,88952,Sandhya Roy,AITC,184666,22.978624,87.747803
West Bengal,Murshidabad,Abu Taher Khan,AITC,226417,Badaruddoza Khan,CPM,18453,22.978624,87.747803
West Bengal,Purulia,Shri Jyotirmoy Mahto,BJP,204732,Dr. Mriganka Mahato,AITC,153877,22.978624,87.747803
West Bengal,Raiganj,Smt. Deboshree Chaudhary,BJP,60574,Md. Salim,CPM,1634,22.978624,87.747803
West Bengal,Ranaghat,Jagannath Sarkar,BJP,233428,Tapas Mandal,AITC,201767,22.978624,87.747803
West Bengal,Tamluk,Dibyendu Adhikari,AITC,190165,Adhikari Suvendu,AITC,246481,22.978624,87.747803
West Bengal,Uluberia,Sajda Ahmed,AITC,215359,Sultan Ahmed,AITC,201222,22.978624,87.747803
